order_id,loss_date,billing_system,brand,losing_nbn_speed,state,gaining_provider,gaining_nbn_speed
Order_ID_0946,2023-6-22,Tech_Billing,ABC Ltd,Speed50,SA,Phone Company,Speed100-20
Order_ID_0947,2023-6-22,Tech_Billing,ABC Ltd,Speed50,NSW,BB Ltd,Speed50
Order_ID_0948,2023-6-22,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_0949,2023-6-22,Tech_Billing,ABC Ltd,Speed50,NSW,CAN Ltd,Speed25
Order_ID_0950,2023-6-22,Tech_Billing,ABC Ltd,Speed50,SA,Opal Pty Ltd,Speed50
Order_ID_0951,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,SA,Opal Pty Ltd,Speed50
Order_ID_0952,2023-6-22,Tech_Billing,ABC Ltd,Speed25,VIC,Opal Pty Ltd,Speed50
Order_ID_0953,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_0954,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,QLD,EXX Ptd Ltd,Speed100-20
Order_ID_0955,2023-6-22,Tech_Billing,ABC Ltd,Speed50,QLD,EXX Ptd Ltd,Speed100-20
Order_ID_0956,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed50
Order_ID_0957,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed100-20
Order_ID_0958,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed100-20
Order_ID_0959,2023-6-22,Tech_Billing,ABC Ltd,Speed50,NSW,Source Ltd,Speed12
Order_ID_0960,2023-6-22,Tech_Billing,ABC Ltd,Speed50,WA,Source Ltd,Speed50
Order_ID_0961,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,VIC,Source Ltd,Speed50
Order_ID_0962,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,SA,Source Ltd,Speed100-20
Order_ID_0963,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,QLD,BB Ltd,Speed50
Order_ID_0964,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed25
Order_ID_0965,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,SA,Idea Ltd,Speed100-20
Order_ID_0966,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,BB Ltd,Speed25
Order_ID_0967,2023-6-22,Tech_Billing,ABC Ltd,Speed50,ACT,Source Ltd,Speed50
Order_ID_0968,2023-6-22,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed50
Order_ID_0969,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_0970,2023-6-22,Tech_Billing,ABC Ltd,Speed50,QLD,Idea Ltd,Speed50
Order_ID_0971,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,QLD,Phone Company,Speed100-20
Order_ID_0972,2023-6-22,Tech_Billing,ABC Ltd,Speed1000,NSW,Source Ltd,Speed1000
Order_ID_0973,2023-6-22,Tech_Billing,ABC Ltd,Speed25,VIC,G2 Tele Pty Ltd,Speed25
Order_ID_0974,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_0975,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Idea Ltd,Speed100-20
Order_ID_0976,2023-6-22,Tech_Billing,ABC Ltd,Speed25,NSW,Idea Ltd,Speed100-20
Order_ID_0977,2023-6-22,Tech_Billing,ABC Ltd,Speed25,NSW,Opal Pty Ltd,Speed100
Order_ID_0978,2023-6-22,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_0979,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_0980,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,SA,BB Ltd,Speed100-20
Order_ID_0981,2023-6-22,Tech_Billing,ABC Ltd,Speed25,WA,Idea Ltd,Speed25
Order_ID_0982,2023-6-22,Tech_Billing,ABC Ltd,Speed25,SA,Idea Ltd,Speed100-20
Order_ID_0983,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed25
Order_ID_0984,2023-6-22,Tech_Billing,ABC Ltd,Speed50,ACT,G2 Tele Pty Ltd,Speed50
Order_ID_0985,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed25
Order_ID_0986,2023-6-22,Tech_Billing,ABC Ltd,Speed25,WA,Opal Pty Ltd,Speed50
Order_ID_0987,2023-6-22,Tech_Billing,ABC Ltd,Speed50,Unknown,G2 Tele Pty Ltd,Speed50
Order_ID_0988,2023-6-22,Tech_Billing,ABC Ltd,Speed25,WA,SuperTel,Speed25
Order_ID_0989,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Idea Ltd,Speed100-20
Order_ID_0990,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Super Pty Ltd,Speed100-20
Order_ID_0991,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,VIC,Phone Company,Speed100-20
Order_ID_0992,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_0993,2023-6-22,Tech_Billing,ABC Ltd,Speed25,NSW,Opal Pty Ltd,Speed50
Order_ID_0994,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed100-20
Order_ID_0995,2023-6-22,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed25
Order_ID_0996,2023-6-22,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_0997,2023-6-22,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed100-20
Order_ID_0998,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea Ltd,Speed50
Order_ID_0999,2023-6-22,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed50
Order_ID_1000,2023-6-22,Tech_Billing,ABC Ltd,Speed50,NSW,Phone Company,Speed100-20
Order_ID_1001,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,SA,Phone Company,Speed100-20
Order_ID_1002,2023-6-22,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_1003,2023-6-22,Tech_Billing,ABC Ltd,Speed250,ACT,Opal Pty Ltd,Speed100-20
Order_ID_1004,2023-6-23,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed50
Order_ID_1005,2023-6-23,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed25
Order_ID_1006,2023-6-23,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_1007,2023-6-23,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed25
Order_ID_1008,2023-6-23,Tech_Billing,ABC Ltd,Speed25,VIC,Opal Pty Ltd,Speed25
Order_ID_1009,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea,Speed25
Order_ID_1010,2023-6-23,Tech_Billing,ABC Ltd,Speed25,SA,Opal Pty Ltd,Speed50
Order_ID_1011,2023-6-23,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_1012,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed250
Order_ID_1013,2023-6-23,Tech_Billing,ABC Ltd,Speed25,SA,G2 Tele Pty Ltd,Speed50
Order_ID_1014,2023-6-23,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1015,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,Idea,Speed50
Order_ID_1016,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,NSW,EXX Ptd Ltd,Speed100
Order_ID_1017,2023-6-23,Tech_Billing,ABC Ltd,Speed250,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1018,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1019,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,SA,Phone Company,Speed100-20
Order_ID_1020,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,Phone Company,Speed50
Order_ID_1021,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed100-20
Order_ID_1022,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,Super Pty Ltd,Speed50
Order_ID_1023,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed250
Order_ID_1024,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,CAN Ltd,Speed50
Order_ID_1025,2023-6-23,Tech_Billing,ABC Ltd,Speed250,NSW,BB Ltd,Speed250
Order_ID_1026,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,QLD,Super Pty Ltd,Speed100
Order_ID_1027,2023-6-23,Tech_Billing,ABC Ltd,Speed25,NSW,BB Ltd,Speed50
Order_ID_1028,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,NSW,Source Ltd,Speed50
Order_ID_1029,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed25
Order_ID_1030,2023-6-23,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed50
Order_ID_1031,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed100-20
Order_ID_1032,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea Ltd,Speed100-20
Order_ID_1033,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed25
Order_ID_1034,2023-6-23,Tech_Billing,ABC Ltd,Speed50,SA,Idea Ltd,Speed50
Order_ID_1035,2023-6-23,Tech_Billing,ABC Ltd,Speed250,VIC,BB Ltd,Speed1000
Order_ID_1036,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed100-20
Order_ID_1037,2023-6-23,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1038,2023-6-23,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed50
Order_ID_1039,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,Super Pty Ltd,Speed50
Order_ID_1040,2023-6-23,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed25
Order_ID_1041,2023-6-23,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_1042,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,NSW,BB Ltd,Speed100-20
Order_ID_1043,2023-6-23,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1044,2023-6-23,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1045,2023-6-23,Tech_Billing,ABC Ltd,Speed25,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_1046,2023-6-23,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1047,2023-6-23,Tech_Billing,ABC Ltd,Speed100,VIC,EXX Ptd Ltd,Speed1000
Order_ID_1048,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,Phone Company,Speed100-20
Order_ID_1049,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,Super Pty Ltd,Speed50
Order_ID_1050,2023-6-23,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_1051,2023-6-23,Tech_Billing,ABC Ltd,Speed50,WA,CAN Ltd,Speed100-20
Order_ID_1052,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed250
Order_ID_1053,2023-6-23,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed100-20
Order_ID_1054,2023-6-23,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed100-20
Order_ID_1055,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,Idea Ltd,Speed50
Order_ID_1056,2023-6-23,Tech_Billing,ABC Ltd,Speed25,QLD,Idea Ltd,Speed25
Order_ID_1057,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,Idea Ltd,Speed100-20
Order_ID_1058,2023-6-23,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_1059,2023-6-23,Tech_Billing,ABC Ltd,Speed50,NSW,Phone Company,Speed100-20
Order_ID_1060,2023-6-23,Tech_Billing,ABC Ltd,Speed250,VIC,Idea Ltd,Speed250
Order_ID_1061,2023-6-23,Tech_Billing,ABC Ltd,Speed250,WA,Idea Ltd,Speed25
Order_ID_1062,2023-6-24,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1063,2023-6-24,Tech_Billing,ABC Ltd,Speed50,VIC,EXX Ptd Ltd,Speed50
Order_ID_1064,2023-6-24,Tech_Billing,ABC Ltd,Speed25,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_1065,2023-6-24,Tech_Billing,ABC Ltd,Speed50,QLD,EXX Ptd Ltd,Speed50
Order_ID_1066,2023-6-24,Tech_Billing,ABC Ltd,Speed50,WA,G2 Tele Pty Ltd,Speed100-20
Order_ID_1067,2023-6-24,Tech_Billing,ABC Ltd,Speed25,VIC,BB Ltd,Speed100-20
Order_ID_1068,2023-6-24,Tech_Billing,ABC Ltd,Speed50,VIC,BB Ltd,Speed100-20
Order_ID_1069,2023-6-24,Tech_Billing,ABC Ltd,Speed100,NSW,BB Ltd,Speed100
Order_ID_1070,2023-6-24,Tech_Billing,ABC Ltd,Speed50,WA,BB Ltd,Speed100-20
Order_ID_1071,2023-6-24,Tech_Billing,ABC Ltd,Speed50,NSW,Phone Company,Speed50
Order_ID_1072,2023-6-24,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_1073,2023-6-24,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed100-20
Order_ID_1074,2023-6-24,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed50
Order_ID_1075,2023-6-24,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1076,2023-6-24,Tech_Billing,ABC Ltd,Speed50,QLD,Phone Company,Speed100-20
Order_ID_1077,2023-6-24,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed100-20
Order_ID_1078,2023-6-24,Tech_Billing,ABC Ltd,Speed100-20,WA,Idea Ltd,Speed100-20
Order_ID_1079,2023-6-24,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_1080,2023-6-24,Tech_Billing,ABC Ltd,Speed100-20,NSW,Idea Ltd,Speed50
Order_ID_1081,2023-6-24,Tech_Billing,ABC Ltd,Speed100-20,WA,BB Ltd,Speed250
Order_ID_1082,2023-6-25,Tech_Billing,ABC Ltd,Speed100-20,VIC,Super Pty Ltd,Speed1000
Order_ID_1083,2023-6-25,Tech_Billing,ABC Ltd,Speed100-20,SA,Idea,Speed100-20
Order_ID_1084,2023-6-25,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1085,2023-6-25,Tech_Billing,ABC Ltd,Speed50,QLD,CAN Ltd,Speed50
Order_ID_1086,2023-6-25,Tech_Billing,ABC Ltd,Speed25,QLD,CAN Ltd,Speed25
Order_ID_1087,2023-6-25,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1088,2023-6-25,Tech_Billing,ABC Ltd,Speed25,QLD,Idea Ltd,Speed100-20
Order_ID_1089,2023-6-25,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1090,2023-6-25,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed50
Order_ID_1091,2023-6-25,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1092,2023-6-25,Tech_Billing,ABC Ltd,Speed25,NSW,BB Ltd,Speed100-20
Order_ID_1093,2023-6-25,Tech_Billing,ABC Ltd,Speed1000,NSW,BB Ltd,Speed1000
Order_ID_1094,2023-6-26,Tech_Billing,ABC Ltd,Speed25,NSW,ANT Telecom,Speed12
Order_ID_1095,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed100-20
Order_ID_1096,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Phone Company,Speed100-20
Order_ID_1097,2023-6-26,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1098,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed50
Order_ID_1099,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed100-20
Order_ID_1100,2023-6-26,Tech_Billing,ABC Ltd,Speed50,QLD,Idea,Speed50
Order_ID_1101,2023-6-26,Tech_Billing,ABC Ltd,Speed25,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_1102,2023-6-26,Tech_Billing,ABC Ltd,Speed50,WA,G2 Tele Pty Ltd,Speed25
Order_ID_1103,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1104,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_1105,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,Phone Company,Speed100-20
Order_ID_1106,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,SA,G2 Tele Pty Ltd,Speed100-20
Order_ID_1107,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Unknown,Speed50
Order_ID_1108,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed100-20
Order_ID_1109,2023-6-26,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_1110,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_1111,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,VIC,Phone Company,Speed100-20
Order_ID_1112,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed1000
Order_ID_1113,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,WA,Idea,Speed100-20
Order_ID_1114,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,QLD,Opal Pty Ltd,Speed1000
Order_ID_1115,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed100-20
Order_ID_1116,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed25
Order_ID_1117,2023-6-26,Tech_Billing,ABC Ltd,Speed50,QLD,Super Pty Ltd,Speed100-20
Order_ID_1118,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,QLD,EXX Ptd Ltd,Speed100
Order_ID_1119,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,EXX Ptd Ltd,Speed100
Order_ID_1120,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed25
Order_ID_1121,2023-6-26,Tech_Billing,ABC Ltd,Speed50,QLD,Opal Pty Ltd,Speed50
Order_ID_1122,2023-6-26,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed50
Order_ID_1123,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed50
Order_ID_1124,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_1125,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,QLD,Opal Pty Ltd,Speed100-20
Order_ID_1126,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed100-20
Order_ID_1127,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_1128,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_1129,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_1130,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_1131,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_1132,2023-6-26,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed50
Order_ID_1133,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_1134,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_1135,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,WA,Opal Pty Ltd,Speed100-20
Order_ID_1136,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed100-20
Order_ID_1137,2023-6-26,Tech_Billing,ABC Ltd,Speed25,NSW,Source Ltd,Speed100-20
Order_ID_1138,2023-6-26,Tech_Billing,ABC Ltd,Speed25,VIC,Source Ltd,Speed50
Order_ID_1139,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Source Ltd,Speed50
Order_ID_1140,2023-6-26,Tech_Billing,ABC Ltd,Speed25,NSW,BB Ltd,Speed25
Order_ID_1141,2023-6-26,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed25
Order_ID_1142,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Source Ltd,Speed50
Order_ID_1143,2023-6-26,Tech_Billing,ABC Ltd,Speed25,NSW,Opal Pty Ltd,Speed50
Order_ID_1144,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed25
Order_ID_1145,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed50
Order_ID_1146,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed25
Order_ID_1147,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,SA,G2 Tele Pty Ltd,Speed50
Order_ID_1148,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,Source Ltd,Speed50
Order_ID_1149,2023-6-26,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed250
Order_ID_1150,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1151,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,SA,BB Ltd,Speed100-20
Order_ID_1152,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,Idea Ltd,Speed50
Order_ID_1153,2023-6-26,Tech_Billing,ABC Ltd,Speed25,WA,Opal Pty Ltd,Speed100-20
Order_ID_1154,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,Super Pty Ltd,Speed50
Order_ID_1155,2023-6-26,Tech_Billing,ABC Ltd,Speed50,VIC,EXX Ptd Ltd,Speed50
Order_ID_1156,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,Idea Ltd,Speed25
Order_ID_1157,2023-6-26,Tech_Billing,ABC Ltd,Speed250,VIC,Phone Company,Speed50
Order_ID_1158,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1159,2023-6-26,Tech_Billing,ABC Ltd,Speed25,VIC,Opal Pty Ltd,Speed50
Order_ID_1160,2023-6-26,Tech_Billing,ABC Ltd,Speed25,QLD,Idea Ltd,Speed100-20
Order_ID_1161,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed100-20
Order_ID_1162,2023-6-26,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_1163,2023-6-26,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed100
Order_ID_1164,2023-6-26,Tech_Billing,ABC Ltd,Speed25,SA,G2 Tele Pty Ltd,Speed25
Order_ID_1165,2023-6-26,Tech_Billing,ABC Ltd,Speed100-20,VIC,BB Ltd,Speed50
Order_ID_1166,2023-6-26,Tech_Billing,ABC Ltd,Speed25,QLD,Phone Company,Speed100-20
Order_ID_1167,2023-6-26,Tech_Billing,ABC Ltd,Speed1000,ACT,G2 Tele Pty Ltd,Speed250
Order_ID_1168,2023-6-27,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea,Speed50
Order_ID_1169,2023-6-27,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea,Speed25
Order_ID_1170,2023-6-27,Tech_Billing,ABC Ltd,Speed1000,SA,Opal Pty Ltd,Speed100-20
Order_ID_1171,2023-6-27,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1172,2023-6-27,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_1173,2023-6-27,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_1174,2023-6-27,Tech_Billing,ABC Ltd,Speed50,VIC,Super Pty Ltd,Speed100-20
Order_ID_1175,2023-6-27,Tech_Billing,ABC Ltd,Speed50,NSW,Internet Lty,Speed25
Order_ID_1176,2023-6-27,Tech_Billing,ABC Ltd,Speed100-20,NSW,BB Ltd,Speed100-20
Order_ID_1177,2023-6-27,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea,Speed100-20
Order_ID_1178,2023-6-27,Tech_Billing,ABC Ltd,Speed100-20,VIC,CAN Ltd,Speed100-20
Order_ID_1179,2023-6-27,Tech_Billing,ABC Ltd,Speed25,WA,G2 Tele Pty Ltd,Speed50
Order_ID_1180,2023-6-27,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_1181,2023-6-27,Tech_Billing,ABC Ltd,Speed250,WA,Opal Pty Ltd,Speed250
Order_ID_1182,2023-6-27,Tech_Billing,ABC Ltd,Speed50,WA,G2 Tele Pty Ltd,Speed25
Order_ID_1183,2023-6-27,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_1184,2023-6-27,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed100-20
Order_ID_1185,2023-6-27,Tech_Billing,ABC Ltd,Speed50,VIC,Super Pty Ltd,Speed100-20
Order_ID_1186,2023-6-27,Tech_Billing,ABC Ltd,Speed250,QLD,Opal Pty Ltd,Speed50
Order_ID_1187,2023-6-27,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed25
Order_ID_1188,2023-6-27,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_1189,2023-6-27,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed50
